Category,Message
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,S:-)if we have one good partnership going we will take lead:)
ham,Who u talking about?
ham,I am in tirupur.  call you da.
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,Ok. There may be a free gym about.
ham,"Sorry, I'll call later"
ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
ham,Juz go google n search 4 qet...
ham,Love you aathi..love u lot..
ham,G.W.R
ham,Jus finish blowing my hair. U finish dinner already?
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,I not at home now lei...
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham,I sent them. Do you like?
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,Just sleeping..and surfing
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,What pa tell me.. I went to bath:-)
ham,I don't think he has spatula hands!
ham,Do u hav any frnd by name ashwini in ur college?
ham,I'll text now! All creepy like so he won't think that we forgot
ham,So why didnt you holla?
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,I'm going out to buy mum's present ar.
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
ham,Ok i msg u b4 i leave my house.
ham,"Excellent, I'll see what riley's plans are"
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
ham,"Found it, ENC  &lt;#&gt; , where you at?"
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,Sorry * was at the grocers.
ham,Why you keeping me away like this
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,Lol now I'm after that hot air balloon!
ham,K..u also dont msg or reply to his msg..
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,I want to see your pretty pussy...
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,Cancel cheyyamo?and get some money back?
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,have * good weekend.
ham,No need to buy lunch for me.. I eat maggi mee..
ham,"K so am I, how much for an 8th? Fifty?"
ham,Geeeee ... I love you so much I can barely stand it
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,"sorry brah, just finished the last of my exams, what up"
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
ham,2mro i am not coming to gym machan. Goodnight.
ham,What is important is that you prevent dehydration by giving her enough fluids
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468"
ham,I know that my friend already told that.
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
ham,ILL B DOWN SOON
ham,I cant pick the phone right now. Pls send a message
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,Will it help if we propose going back again tomorrow
ham,"Awesome, lemme know whenever you're around"
ham,I'm in inside office..still filling forms.don know when they leave me.
ham,Both :) i shoot big loads so get ready!
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx"
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,Oh ya ya. I remember da. .
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,1's reach home call me.
ham,Rofl. Its true to its name
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,Still at west coast... Haiz... Ü'll take forever to come back...
ham,Hey come online! Use msn... We are all there
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham,Oh is it! Which brand?
ham,Shb b ok lor... Thanx...
ham,Is that seriously how you spell his name?
ham,I wont get concentration dear you know you are my mind and everything :-)
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,Are you going to wipro interview today?
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
ham,Do you like shaking your booty on the dance floor?
ham,You do what all you like
ham,Did u got that persons story
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,Yeah I'll try to scrounge something up
ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)"
ham,Great! So what attracts you to the brothas?
ham,Correct. So how was work today
ham,Sorry i missed your call. Can you please call back.
ham,How much r ü willing to pay?
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
ham,Oh that was a forwarded message. I thought you send that to me
ham,Noice. Text me when you're here
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
ham,Dude got a haircut. Now its breezy up there
ham,Change windows logoff sound..
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U"""
ham,I can send you a pic if you like :)
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
ham,"Hiya, probably coming home * weekend after next"
ham,I am great! How are you?
ham,No..its ful of song lyrics..
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,Yup ü not comin :-(
ham,"Oh fine, I'll be by tonight"
ham,Infact happy new year. How are you where are you when are we seeing
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,Huh i cant thk of more oredi how many pages do we have?
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
ham,Wife.how she knew the time of murder exactly
ham,No. Yes please. Been swimming?
ham,I got your back! Do you have any dislikes in bed?
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
ham,Neshanth..tel me who r u?
ham,Dear where you will be when i reach there
ham,Okie...
ham,Are you the cutest girl in the world or what
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham,They r giving a second chance to rahul dengra.
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,No no:)this is kallis home ground.amla home town is durban:)
ham,Good evening! How are you?
ham,Would me smoking you out help us work through this difficult time
ham,"Customer place, i wil cal u sir."
ham,How. Its a little difficult but its a simple way to enter this place
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
ham,Hey are we going for the lo lesson or gym?
ham,Excellent! Wish we were together right now!
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
